,Name,City,Country,IATA,ICAO
4334,Dundo Airport,Dundo,Angola,DUE,FNDU
4335,Ngjiva Pereira Airport,Ondjiva,Angola,VPE,FNGI
4336,Namibe Airport,Mocamedes,Angola,MSZ,FNMO
4337,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,FOGK
4338,Mouilla Ville Airport,Mouila,Gabon,MJL,FOGM
4339,Tchibanga Airport,Tchibanga,Gabon,TCH,FOOT
4340,Chimoio Airport,Chimoio,Mozambique,VPY,FQCH
4341,Sarh Airport,Sarh,Chad,SRH,FTTA
4342,Club Makokola Airport,Club Makokola,Malawi,CMK,FWCM
4348,Boma Airport,Boma,Congo (Kinshasa),BOA,FZAJ
4349,Tshimpi Airport,Matadi,Congo (Kinshasa),MAT,FZAM
4350,Inongo Airport,Inongo,Congo (Kinshasa),INO,FZBA
4351,Nioki Airport,Nioki,Congo (Kinshasa),NIO,FZBI
4352,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,FZBT
4353,Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,FZEN
4354,Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,FZUK
4355,Lodja Airport,Lodja,Congo (Kinshasa),LJA,FZVA
4356,Ilebo Airport,Ilebo,Congo (Kinshasa),PFR,FZVS
4359,Sherbro International Airport,Bonthe,Sierra Leone,BTE,GFBN
4360,Bo Airport,Bo,Sierra Leone,KBS,GFBO
4361,Kenema Airport,Kenema,Sierra Leone,KEN,GFKE
4362,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,GGOV
4363,Smara Airport,Smara,Western Sahara,SMW,GMMA
4364,Dakhla Airport,Dakhla,Western Sahara,VIL,GMMH
4365,Mogador Airport,Essadouira,Morocco,ESU,GMMI
4366,Hassan I Airport,El Aaiún,Western Sahara,EUN,GMML
4367,Nador International Airport,El Aroui,Morocco,NDR,GMMW
"4368,Praia International Airport,""Praia, Santiago Island"",Cape Verde,RAI,GVNP"
"4369,São Filipe Airport,""Sao Filipe, Fogo Island"",Cape Verde,SFL,GVSF"
4370,Baco Airport,Baco,Ethiopia,BCO,HABC
4371,Beica Airport,Beica,Ethiopia,BEI,HABE
4372,Combolcha Airport,Dessie,Ethiopia,DSE,HADC
4373,Dembidollo Airport,Dembidollo,Ethiopia,DEM,HADD
4374,Gode Airport,Gode,Ethiopia,GDE,HAGO
4375,Gore Airport,Gore,Ethiopia,GOR,HAGR
4376,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,HAKD
4377,Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,HAMT
4378,Tippi Airport,Tippi,Ethiopia,TIE,HATP
4379,Alula Airport,Alula,Somalia,ALU,HCMA
4380,Bosaso Airport,Bosaso,Somalia,BSA,HCMF
4381,Aden Adde International Airport,Mogadishu,Somalia,MGQ,HCMM
4382,Galcaio Airport,Galcaio,Somalia,GLK,HCMR
4383,Burao Airport,Burao,Somalia,BUO,HCMV
4384,El Arish International Airport,El Arish,Egypt,AAC,HEAR
4385,Assiut International Airport,Asyut,Egypt,ATZ,HEAT
4386,Amboseli Airport,Amboseli National Park,Kenya,ASV,HKAM
4387,Lokichoggio Airport,Lokichoggio,Kenya,LKG,HKLK
4388,Malindi Airport,Malindi,Kenya,MYD,HKML
4389,Nanyuki Airport,Nanyuki,Kenya,NYK,HKNY
4390,Gardabya Airport,Sirt,Libya,SRX,HLGD
4391,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,HLGN
4392,Mitiga Airport,Tripoli,Libya,MJI,HLLM
4393,La Abraq Airport,Al Bayda',Libya,LAQ,HLLQ
4394,Atbara Airport,Atbara,Sudan,ATB,HSAT
4395,Nyala Airport,Nyala,Sudan,UYL,HSNN
4396,Port Sudan New International Airport,Port Sudan,Sudan,PZU,HSPN
4397,Bukoba Airport,Bukoba,Tanzania,BKZ,HTBU
4398,Kigoma Airport,Kigoma,Tanzania,TKQ,HTKA
4399,Lindi Airport,Lindi,Tanzania,LDI,HTLI
4400,Musoma Airport,Musoma,Tanzania,MUZ,HTMU
4401,Shinyanga Airport,Shinyanga,Tanzania,SHY,HTSY
4402,Tabora Airport,Tabora,Tanzania,TBO,HTTB
4403,Arua Airport,Arua,Uganda,RUA,HUAR
4404,Gulu Airport,Gulu,Uganda,ULU,HUGU
5086,Ain Arnat Airport,Setif,Algeria,QSF,DAAS
5115,Sam Mbakwe International Airport,Imo,Nigeria,QOW,DNIM
5152,Geneina Airport,Geneina,Sudan,EGN,HSGN
5156,Buffalo Spring,Samburu South,Kenya,UAS,HKSB
5195,Burnet Municipal Kate Craddock Field,Bamburi,Kenya,\N,KBMQ
5215,Spray View Airport,Spray View,Zimbabwe,\N,FVSV
5286,Warri Airport,Osubi,Nigeria,QRW,DNSU
5291,Nelspruit Airport,Nelspruit,South Africa,NLP,FANS
5563,Tsletsi Airport,Djelfa,Algeria,QDJ,DAFI
5564,Nzagi Airport,Nzagi,Angola,NZA,FNZG
5565,Lucapa Airport,Lucapa,Angola,LBZ,FNLK
5566,Capanda Airport,Kapanda,Angola,KNP,FNCP
5567,Am Timan Airport,Am Timan,Chad,AMC,FTTN
5568,Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,GSQ,HEOW
5570,Awassa Airport,Awasa,Ethiopia,AWA,HALA
5571,Wilwal International Airport,Jijiga,Ethiopia,JIJ,HAJJ
5572,Mekane Selam Airport,Mekane Selam,Ethiopia,MKS,HAMA
5573,Debra Marcos Airport,Debre Marqos,Ethiopia,DBM,HADM
5574,Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,HADT
5575,Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,HAHM
5576,Robe Airport,Goba,Ethiopia,GOB,HAGB
5577,Mayumba Airport,Mayumba,Gabon,MYB,FOOY
5578,Mara Serena Lodge Airstrip,Masai Mara,Kenya,MRE,HKMS
5579,Mulika Lodge Airport,Meru National Park,Kenya,JJM,HKMK
5580,Rumbek Airport,Rumbek,Sudan,RBX,HSMK
5581,Yei Airport,Yei,Sudan,\N,HSYE
5582,Cape Palmas Airport,Greenville,Liberia,CPA,GLCP
5584,Inhaca Airport,Inhaca,Mozambique,IHC,FQIA
5585,Ouro Sogui Airport,Matam,Senegal,MAX,GOSM
5586,Bird Island Airport,Bird Island,Seychelles,BDI,FSSB
5587,Wadi Halfa Airport,Wadi Halfa,Sudan,WHF,HSSW
5588,Enfidha - Hammamet International Airport,Enfidha,Tunisia,NBE,DTNH
5589,Kidepo Airport,Kidepo,Uganda,\N,HUKD
5590,Kitgum Airport,Kitgum,Uganda,\N,HUKT
5591,Bugungu Airport,Pakuba,Uganda,\N,HUPA
5644,Assumption Island Airport,Assumption Island,Seychelles,\N,FSAS
5747,Camp Okavango Airport,Okavango Delta,Botswana,\N,FBCO
5813,Kasaba Bay Airport,Kasaba Bay,Zambia,ZKB,FLKY
5822,Mantsonyane Airport,Mantsonyane,Lesotho,\N,FXMN
5830,El Alamein International Airport,Dabaa City,Egypt,DBB,HEAL
5861,Fes Sefrou Airport,Fes,Morocco,\N,GMFU
5866,Hastings Airport,Freetown,Sierra Leone,HGS,GFHA
5878,Bougouni Airport,Bougouni,Mali,\N,GABG
5881,Keekorok Airport,Keekorok,Kenya,\N,HKKE
5884,Ukunda Airstrip,Ukunda,Kenya,UKA,HKUK
5917,Khwai River Lodge Airport,Khwai River,Botswana,KHW,FBKR
6026,Sohag International Airport,Sohag,Egypt,HMB,HEMK
6095,Aweil Airport,Aweil,Sudan,\N,HSAW
6096,Wau Airport,Wau,Sudan,WUU,HSWW
6097,Humera Airport,Humera,Ethiopia,HUE,HAHU
6098,Moyale Airport,Moyale,Kenya,OYL,HKMY
6099,Zagora Airport,Zagora,Morocco,OZG,GMAZ
6100,Yengema Airport,Yengema,Sierra Leone,WYE,GFYE
6101,Gbangbatok Airport,Gbangbatok,Sierra Leone,GBK,GFGK
6172,Msembe Airport,Msembe,Tanzania,\N,HTMR
6280,Aliwal North Airport,Aliwal North,South Africa,\N,FAAN
6281,Alkantpan Copper Airport,Alkantpan,South Africa,\N,FACO
6282,Alldays Airport,Alldays,South Africa,ADY,FAAL
6283,Bredasdorp Airport,Barberton,South Africa,\N,FABR
6285,Bungoma Airport,Bungoma,Kenya,\N,HKBU
6286,Bura East Airport,Bura,Kenya,\N,HKBR
6287,Busia Airport,Busia,Kenya,\N,HKBA
6288,Embu Airport,Embu,Kenya,\N,HKEM
6289,Garba Tula Airport,Garba Tula,Kenya,\N,HKGT
6290,Garissa Airport,Garissa,Kenya,GAS,HKGA
6291,Hola Airport,Hola,Kenya,HOA,HKHO
6292,Homa Bay Airport,Homa Bay,Kenya,\N,HKHB
6293,Isiolo Airport,Isiolo,Kenya,\N,HKIS
6294,Kericho Airport,Kericho,Kenya,KEY,HKKR
6295,Kilaguni Airport,Kilaguni,Kenya,ILU,HKKL
6296,Antsirabe Airport,Antsirabe,Madagascar,ATJ,FMME
6297,Bekily Airport,Bekily,Madagascar,OVA,FMSL
6342,Newnan Hospital Heliport,Bengassi,Mali,\N,GA46
6384,Kissidougou Airport,Kissidougou,Guinea,KSI,GUKU
6403,Cuamba Airport,Cuamba,Mozambique,FXO,FQCB
6471,Kasongo Airport,Kasongo,Congo (Kinshasa),\N,FZOK
6508,Bumi Airport,Bumi Hills,Zimbabwe,BZH,FVBM
6510,Bouarfa Airport,Bouarfa,Morocco,UAR,GMFB
6511,Nyeri Airport,NYERI,Kenya,NYE,HKNI
6514,Likoma Island Airport,Likoma Island,Malawi,LIX,FWLK
6539,Torit Airport,Torit,South Sudan,\N,HSTR
6590,Kabale Airport,Kabale,Uganda,\N,HUKB
6597,Samambaia Heliport,Saint Denis,Reunion,\N,SDNS
6618,Cape Town Waterfort Heliport,Cap Town,South Africa,\N,FADW
6654,Beni Mellal Airport,Beni Mellal,Morocco,BEM,GMMD
6657,Tazadit Airport,Zouerat,Mauritania,OUZ,GQPZ
6658,Asaba International Airport,Asaba,Nigeria,ABB,DNAS
6659,Akwa Ibom International Airport,Uyo,Nigeria,QUO,DNAI
6660,Kasama Airport,Kasama,Zambia,KAA,FLKS
6661,Mbeya Airport,Mbeya,Tanzania,\N,HTMB
6662,Mpanda Airport,Mpanda,Tanzania,\N,HTMP
6663,Songea Airport,Songea,Tanzania,SGX,HTSO
6664,Morogoro Airport,Morogoro,Tanzania,\N,HTMG
6672,Sikasso Airport,Sikasso,Mali,KSS,GASK
6714,Kawass Airport,Kamsar,Guinea,\N,GUKR
6721,Bubaque Airport,Bubaque,Guinea-Bissau,BQE,GGBU
6745,Witberg Tswalu Airport,Dedeben,South Africa,\N,FATW
6746,Mana Pools Airport,Mana Pools,Zimbabwe,\N,FVMN
6796,Zulu Inyala Airport,Phinda,South Africa,PZL,FADQ
6874,Kotido Airport,Kotido,Uganda,\N,HUKO
6875,Kajjansi Airfield,Kampala,Uganda,\N,HUKJ
6892,Mwene-Ditu Airport,Mwene-Ditu,Congo (Kinshasa),\N,FZWE
6893,Tunta Airport,Kabinda,Congo (Kinshasa),KBN,FZWT
6894,Ikela Airport,Ikela,Congo (Kinshasa),IKL,FZGV
6905,Bumbar Airport,Bumba,Congo (Kinshasa),BMB,FZFU
6910,Beni Airport,Beni,Congo (Kinshasa),BNC,FZNP
6911,Boende Airport,Boende,Congo (Kinshasa),BNB,FZGN
6924,Kongolo Airport,Kongolo,Congo (Kinshasa),KOO,FZRQ
6926,Kahemba Airport,Kahemba,Congo (Kinshasa),\N,FZCF
7040,Lime Acres Finsch Mine Airport,Lime Acres,South Africa,LMR,FALC
7041,Sua Pan Airport,Sowa,Botswana,SXN,FBSN
7042,Lusaka City Airport,Lusaka,Zambia,\N,FLLC
7043,Sumbe Airport,Sumbe,Angola,NDD,FNSU
7044,Mangochi Airport,Mangochi,Malawi,MAI,FWMG
7047,Almaza Air Force Base,Cairo,Egypt,\N,HEAZ
7048,Beni Suef Air Base,Beni Suef,Egypt,\N,HEBS
7049,Jiyanklis Air Base,Jiyanklis,Egypt,\N,HEGS
7050,Merowe New Airport,Merowe,Sudan,MWE,HSMN
7301,Parakou Airport,Parakou,Benin,PKO,DBBP
7302,Kandi Airport,Kandi,Benin,KDC,DBBK
7303,Sokodé Airport,Sokode,Togo,\N,DXSK
7304,Sansanné-Mango Airport,Mango,Togo,\N,DXMG
7316,Baidoa Airport,Baidoa,Somalia,BIB,HCMB
7361,Delta Camp Airport,Delta Camp,Botswana,\N,FBDT
7362,Hwange (Town) Airport,Hwange,Zimbabwe,WKI,FVWT
7410,Odienne Airport,Odienne,Cote d'Ivoire,KEO,DIOD
7411,Siguiri Airport,Siguiri,Guinea,GII,GUSI
7412,Nzérékoré Airport,Nzerekore,Guinea,NZE,GUNZ
7419,Annobón Airport,San Antonio de Pale,Equatorial Guinea,NBN,FGAB
7421,Oyo Ollombo Airport,Oyo,Congo (Brazzaville),OLL,FCOD
7426,Blaise Diagne International Airport,Diass,Senegal,DSS,GOBD
7509,Impfondo Airport,Impfondo,Congo (Brazzaville),ION,FCOI
7510,El Bayadh Airport,El Bayadh,Algeria,EBH,DAOY
7511,Alzintan Airport,Zintan,Libya,ZIS,HLZN
7512,Monkey Bay Airport,Monkey Bay,Malawi,MYZ,FWMY
7514,Srr Ahmadu Bello International Airport,Birnin Kebbi,Nigeria,\N,DNBK
7515,Sir Abubakar Tafawa Balewa International Airport,Bauchi,Nigeria,BCU,DNBC
7516,Gombe Lawanti International Airport,Gombe,Nigeria,GMO,DNGO
7517,Dutse International Airport,Dutse,Nigeria,\N,DNDS
7518,Jalingo Airport,Jalingo,Nigeria,\N,DNJA
7519,Kolda North Airport,Kolda,Senegal,KDA,GODK
7520,King Mswati III International Airport,Manzini,Swaziland,SHO,FDSK
7521,Kilwa Masoko Airport,Kilwa Masoko,Tanzania,KIY,HTKI
7522,West Kilimanjaro Airport,Kilimanjaro,Tanzania,\N,HTWK
7523,Moshi Airport,Moshi,Tanzania,QSI,HTMS
7524,Mansa Airport,Mansa,Zambia,MNS,FLMA
7616,Brits Airport,Brits,South Africa,\N,FABS
7625,Kisoro Airport,Kisoro,Uganda,\N,HUKI
7626,Kasese Airport,Kasese,Uganda,KSE,HUKS
7633,Dwangwa Airport,Dwangwa,Malawi,DWA,FWDW
"7634,""Paloich Airport, Heliport"",Higleig,South Sudan,HGI,HSFA"
7650,Arathusa Safari Lodge Airport,Arathusa,South Africa,ASS,FACC
7655,Vumbura Airport,Vumburu,Botswana,\N,FBVM
7666,Hunda Airport,Tubu Tree Camp,Botswana,\N,FBHU
7667,Mchauru Airport,Geita,Tanzania,GIT,HTRU
7668,Gitega Airport,Gitega,Burundi,GID,HBBE
7682,Songwe Airport,Mbeya,Tanzania,MBI,HTGW
