,Name,City,Country,IATA,ICAO
4085,Lehigh Valley International Airport,Allentown,United States,ABE,KABE
4086,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,KXNA
4089,South Bend Regional Airport,South Bend,United States,SBN,KSBN
4110,Smith Field,Fort Wayne IN,United States,SMD,KSMD
4111,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,ACV,KACV
4112,Albert J Ellis Airport,Jacksonville NC,United States,OAJ,KOAJ
4113,Tuscaloosa Regional Airport,Tuscaloosa AL,United States,TCL,KTCL
4114,Dubuque Regional Airport,Dubuque IA,United States,DBQ,KDBQ
4150,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,LLU,BGAP
4151,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,CNP,BGCO
4152,Paamiut Heliport,Paamiut,Greenland,JFR,BGFH
4153,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,JGO,BGGN
4154,Qaqortoq Heliport,Qaqortoq,Greenland,JJU,BGJH
4155,Maniitsoq Airport,Maniitsoq,Greenland,JSU,BGMQ
4156,Nanortalik Heliport,Nanortalik,Greenland,JNN,BGNN
4157,Narsaq Heliport,Narsaq,Greenland,JNS,BGNS
4158,Qaanaaq Airport,Qaanaaq,Greenland,NAQ,BGQQ
4159,Sisimiut Airport,Sisimiut,Greenland,JHS,BGSS
4160,Upernavik Airport,Upernavik,Greenland,JUV,BGUK
4161,Qaarsut Airport,Uummannaq,Greenland,JQA,BGUQ
4165,Whistler/Green Lake Water Aerodrome,Whistler,Canada,YWS,CAE5
4166,Anahim Lake Airport,Anahim Lake,Canada,YAA,CAJ4
4167,Williams Harbour Airport,Williams Harbour,Canada,YWM,CCA6
4168,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,YFX,CCK4
4169,Port Hope Simpson Airport,Port Hope Simpson,Canada,YHA,CCP4
4170,Rigolet Airport,Rigolet,Canada,YRG,CCZ2
4171,Colville Lake Airport,Colville Lake,Canada,YCK,CEB3
4172,Whatì Airport,Whatì,Canada,YLE,CEM3
4173,Summer Beaver Airport,Summer Beaver,Canada,SUR,CJV7
4174,Wapekeka Airport,Angling Lake,Canada,YAX,CKB6
4175,Wunnumin Lake Airport,Wunnumin Lake,Canada,WNN,CKL3
4176,North Spirit Lake Airport,North Spirit Lake,Canada,YNO,CKQ3
4177,Bearskin Lake Airport,Bearskin Lake,Canada,XBE,CNE3
4178,Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF,CNM5
4179,Ogoki Post Airport,Ogoki Post,Canada,YOG,CNT3
4180,Poplar Hill Airport,Poplar Hill,Canada,YHP,CPV7
4181,Chisasibi Airport,Chisasibi,Canada,YKU,CSU2
4182,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,ZTB,CTB6
4183,La Tabatière Airport,La Tabatière,Canada,ZLT,CTU5
4184,Cat Lake Airport,Cat Lake,Canada,YAC,CYAC
4185,Fort Frances Municipal Airport,Fort Frances,Canada,YAG,CYAG
4186,Kasabonika Airport,Kasabonika,Canada,XKS,CYAQ
4187,Kangirsuk Airport,Kangirsuk,Canada,YKG,CYAS
4188,Attawapiskat Airport,Attawapiskat,Canada,YAT,CYAT
4189,Lac Du Bonnet Airport,Lac Du Bonnet,Canada,\N,CYAX
4190,Uranium City Airport,Uranium City,Canada,YBE,CYBE
4191,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX,CYBX
4192,Cartwright Airport,Cartwright,Canada,YRF,CYCA
4193,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,YCS,CYCS
4194,Nain Airport,Nain,Canada,YDP,CYDP
4195,Fort Severn Airport,Fort Severn,Canada,YER,CYER
4196,Fort Albany Airport,Fort Albany,Canada,YFA,CYFA
4197,Fort Hope Airport,Fort Hope,Canada,YFH,CYFH
4198,Makkovik Airport,Makkovik,Canada,YMN,CYFT
4199,Texada Gillies Bay Airport,Texada,Canada,YGB,CYGB
4200,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,YGO,CYGO
4201,Igloolik Airport,Igloolik,Canada,YGT,CYGT
4202,Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW,CYGW
4203,Gillam Airport,Gillam,Canada,YGX,CYGX
4204,Grise Fiord Airport,Grise Fiord,Canada,YGZ,CYGZ
4205,Quaqtaq Airport,Quaqtaq,Canada,YQC,CYHA
4206,Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,CYHC
4207,Nemiscau Airport,Nemiscau,Canada,YNS,CYHH
4208,Hopedale Airport,Hopedale,Canada,YHO,CYHO
4209,Chevery Airport,Chevery,Canada,YHR,CYHR
4210,Ivujivik Airport,Ivujivik,Canada,YIK,CYIK
4211,Island Lake Airport,Island Lake,Canada,YIV,CYIV
4212,Akulivik Airport,Akulivik,Canada,AKV,CYKO
4213,Waskaganish Airport,Waskaganish,Canada,YKQ,CYKQ
4214,Aupaluk Airport,Aupaluk,Canada,YPJ,CYLA
4215,Kimmirut Airport,Kimmirut,Canada,YLC,CYLC
4216,Lansdowne House Airport,Lansdowne House,Canada,YLH,CYLH
4217,St Georges Airport,Lutselk'e,Canada,\N,CYSG
4218,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR,CYLU
4219,Mary's Harbour Airport,Mary's Harbour,Canada,YMH,CYMH
4220,Chapais Airport,Chibougamau,Canada,YMT,CYMT
4221,Umiujaq Airport,Umiujaq,Canada,YUD,CYMU
4222,Wemindji Airport,Wemindji,Canada,YNC,CYNC
4223,Norway House Airport,Norway House,Canada,YNE,CYNE
4224,Points North Landing Airport,Points North Landing,Canada,YNL,CYNL
4225,Oxford House Airport,Oxford House,Canada,YOH,CYOH
4226,Inukjuak Airport,Inukjuak,Canada,YPH,CYPH
4227,Pikangikum Airport,Pikangikum,Canada,YPM,CYPM
4228,Peawanuck Airport,Peawanuck,Canada,YPO,CYPO
4229,Powell River Airport,Powell River,Canada,YPW,CYPW
4230,The Pas Airport,The Pas,Canada,YQD,CYQD
4231,Nakina Airport,Nakina,Canada,YQN,CYQN
4232,Rae Lakes Airport,Gamètì,Canada,YRA,CYRA
4233,Red Lake Airport,Red Lake,Canada,YRL,CYRL
4234,Stony Rapids Airport,Stony Rapids,Canada,YSF,CYSF
4235,Sanikiluaq Airport,Sanikiluaq,Canada,YSK,CYSK
4236,St. Theresa Point Airport,St. Theresa Point,Canada,YST,CYST
4237,Big Trout Lake Airport,Big Trout Lake,Canada,YTL,CYTL
4238,Deer Lake Airport,Deer Lake,Canada,YVZ,CYVZ
4239,Webequie Airport,Webequie,Canada,YWP,CYWP
4240,Whale Cove Airport,Whale Cove,Canada,YXN,CYXN
4241,Salluit Airport,Salluit,Canada,YZG,CYZG
4242,York Landing Airport,York Landing,Canada,ZAC,CZAC
4243,Ilford Airport,Ilford,Canada,ILF,CZBD
4244,Bathurst Airport,Bathurst,Canada,ZBF,CZBF
4245,Eastmain River Airport,Eastmain River,Canada,ZEM,CZEM
4246,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD,CZFD
4247,Gods River Airport,Gods River,Canada,ZGI,CZGI
4248,Swan River Airport,Swan River,Canada,ZJN,CZJN
4249,Kashechewan Airport,Kashechewan,Canada,ZKE,CZKE
4250,Muskrat Dam Airport,Muskrat Dam,Canada,MSA,CZMD
4251,Masset Airport,Masset,Canada,ZMT,CZMT
4252,Sachigo Lake Airport,Sachigo Lake,Canada,ZPB,CZPB
4253,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,CZRJ
4254,Sandy Lake Airport,Sandy Lake,Canada,ZSJ,CZSJ
4255,Shamattawa Airport,Shamattawa,Canada,ZTM,CZTM
4256,Churchill Falls Airport,Churchill Falls,Canada,ZUM,CZUM
4257,Wollaston Lake Airport,Wollaston Lake,Canada,ZWL,CZWL
4406,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR
4407,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY
4408,Athens Ben Epps Airport,Athens,United States,AHN,KAHN
4409,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,KALM
4410,Waterloo Regional Airport,Waterloo,United States,ALO,KALO
4411,Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW
4412,Alpena County Regional Airport,Alpena,United States,APN,KAPN
4413,Watertown Regional Airport,Watertown,United States,ATY,KATY
4414,Bradford Regional Airport,Bradford,United States,BFD,KBFD
4415,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,KBFF
4416,Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW
4417,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK
4418,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL
4419,Jack Mc Namara Field Airport,Crescent City,United States,CEC,KCEC
4420,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI
4421,Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU
4422,North Central West Virginia Airport,Clarksburg,United States,CKB,KCKB
4423,William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM
4424,Houghton County Memorial Airport,Hancock,United States,CMX,KCMX
4425,Dodge City Regional Airport,Dodge City,United States,DDC,KDDC
4426,DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ
4427,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU
4428,Elko Regional Airport,Elko,United States,EKO,KEKO
4429,New Bedford Regional Airport,New Bedford,United States,EWB,KEWB
4430,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY
4431,Wokal Field Glasgow International Airport,Glasgow,United States,GGW,KGGW
4432,Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI
4433,Memorial Field,Hot Springs,United States,HOT,KHOT
4434,Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS
4436,Kirksville Regional Airport,Kirksville,United States,IRK,KIRK
4437,Jamestown Regional Airport,Jamestown,United States,JMS,KJMS
4438,Laramie Regional Airport,Laramie,United States,LAR,KLAR
4439,Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE
4440,North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,KLBF
4441,Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB
4442,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT,KLMT
4443,Lancaster Airport,Lancaster,United States,LNS,KLNS
4444,Lewistown Municipal Airport,Lewistown,United States,LWT,KLWT
4445,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,KLYH
4446,Muskegon County Airport,Muskegon,United States,MKG,KMKG
4447,Frank Wiley Field,Miles City,United States,MLS,KMLS
4448,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,KMSL
4449,Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH
4450,Owensboro Daviess County Airport,Owensboro,United States,OWB,KOWB
4451,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,KPIB
4452,Pocatello Regional Airport,Pocatello,United States,PIH,KPIH
4453,Pierre Regional Airport,Pierre,United States,PIR,KPIR
4454,Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,KPLN
4455,Portsmouth International at Pease Airport,Portsmouth,United States,PSM,KPSM
4456,Reading Regional Carl A Spaatz Field,Reading,United States,RDG,KRDG
4457,Rhinelander Oneida County Airport,Rhinelander,United States,RHI,KRHI
4458,Southwest Wyoming Regional Airport,Rock Springs,United States,RKS,KRKS
4459,Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT,KRUT
4460,San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP
4461,Sheridan County Airport,Sheridan,United States,SHR,KSHR
4462,Adirondack Regional Airport,Saranac Lake,United States,SLK,KSLK
4463,Salina Municipal Airport,Salina,United States,SLN,KSLN
4464,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX
4465,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP
4466,Quincy Regional Baldwin Field,Quincy,United States,UIN,KUIN
4467,Victoria Regional Airport,Victoria,United States,VCT,KVCT
4468,Valdosta Regional Airport,Valdosta,United States,VLD,KVLD
4469,Worland Municipal Airport,Worland,United States,WRL,KWRL
4470,Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM
4494,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT,MBGT
4495,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS,MBMC
4496,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,MBSY
4497,Samaná El Catey International Airport,Samana,Dominican Republic,AZS,MDCY
4498,La Isabela International Airport,La Isabela,Dominican Republic,JBQ,MDJB
4499,Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB
4500,Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ
4502,Ahuas Airport,Ahuas,Honduras,AHS,MHAH
4503,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL
4505,Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW,MMCY
4506,Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA,MMDA
4507,Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR
4508,El Lencero Airport,Jalapa,Mexico,JAL,MMJA
4509,Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE
4510,Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ
4511,Jaqué Airport,Jaqué,Panama,JQE,MPJE
4512,Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP
4513,Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO
4514,Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC
4515,Cabo Velas Airport,Nicoya,Costa Rica,\N,MRCV
4516,Islita Airport,Nandayure,Costa Rica,PBP,MRIA
4517,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ
4518,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV
4519,(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,\N,MRSR
4520,Jérémie Airport,Jeremie,Haiti,JEE,MTJE
4521,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX
4522,Cayo Coco Airport,Cayo Coco,Cuba,\N,MUOC
4523,Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD
4524,Congo Town Airport,Andros,Bahamas,COX,MYAK
4525,Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA
4526,New Bight Airport,Cat Island,Bahamas,TBI,MYCB
4527,Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI
4528,Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI
4555,Apataki Airport,Apataki,French Polynesia,APK,NTGD
4556,Ahe Airport,Ahe,French Polynesia,AHE,NTHE
4557,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN
4558,Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP
4559,Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU
4621,Adak Airport,Adak Island,United States,ADK,PADK
4622,Gustavus Airport,Gustavus,United States,GST,PAGS
4623,Skagway Airport,Skagway,United States,SGY,PAGY
4624,Holy Cross Airport,Holy Cross,United States,HCR,PAHC
4625,Haines Airport,Haines,United States,HNS,PAHN
4626,Kalskag Airport,Kalskag,United States,KLG,PALG
4627,McGrath Airport,Mcgrath,United States,MCG,PAMC
4628,Mountain Village Airport,Mountain Village,United States,MOU,PAMO
4629,Aniak Airport,Aniak,United States,ANI,PANI
4630,Chevak Airport,Chevak,United States,VAK,PAVA
4631,Wrangell Airport,Wrangell,United States,WRG,PAWG
4634,Kalaupapa Airport,Molokai,United States,LUP,PHLU
4671,General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST
4672,Las Heras Airport,Las Heras,Argentina,LHS,SAVH
4673,Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES,SAVN
4674,Lago Argentino Airport,El Calafate,Argentina,ING,SAWA
4675,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR
4676,Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL
4677,Necochea Airport,Necochea,Argentina,NEC,SAZO
4678,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU
4679,Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,SBLE
4680,Macaé Airport,Macaé,Brazil,MEA,SBME
4681,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII,SBML
4682,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV
4683,Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM
4684,Toledo Airport,Toledo,Brazil,TOW,SBTD
4685,Ricardo García Posada Airport,El Salvador,Chile,ESR,SCES
4686,Pucón Airport,Pucon,Chile,ZPC,SCPC
4687,Sorocaba Airport,Sorocaba,Brazil,SOD,SDCO
4688,San Cristóbal Airport,San Cristóbal,Ecuador,SCY,SEST
4689,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,SETM
4690,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN
4692,Santa Ana Airport,Cartago,Colombia,CRC,SKGO
4693,La Jagua Airport,Garzón,Colombia,\N,SKGZ
4694,Caucaya Airport,Puerto Leguízamo,Colombia,LQM,SKLG
4695,La Pedrera Airport,La Pedrera,Colombia,LPD,SKLP
4696,Reyes Murillo Airport,Nuquí,Colombia,NQU,SKNQ
4697,Obando Airport,Puerto Inírida,Colombia,PDA,SKPD
4698,El Yopal Airport,Yopal,Colombia,EYP,SKYP
4699,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,SLGY
4700,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR
4701,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,SLRI
4702,Reyes Airport,Reyes,Bolivia,REY,SLRY
4703,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,SLSB
4704,Zorg en Hoop Airport,Paramaribo,Suriname,ORG,SMZO
4705,Mucuri Airport,Mucuri,Brazil,MVS,SNMU
4706,Caballococha Airport,Caballococha,Peru,\N,SPBC
4707,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR
4708,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,SPNC
4709,Maria Reiche Neuman Airport,Nazca,Peru,NZC,SPZA
4710,Santa Rosa Airport,Santa Rosa,Brazil,SRA,SSZR
4711,El Jagüel / Punta del Este Airport,Maldonado,Uruguay,\N,SUPE
4712,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC,SVBS
4713,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG,SVVG
4714,Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI
4715,Codrington Airport,Codrington,Antigua and Barbuda,BBQ,TAPH
4716,La Désirade Airport,Grande Anse,Guadeloupe,DSD,TFFA
4717,Baillif Airport,Basse Terre,Guadeloupe,BBR,TFFB
4718,St-François Airport,St-François,Guadeloupe,SFC,TFFC
4719,Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM
4720,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,TKPN
4721,Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ,TUPW
4722,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU,TVSB
4723,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI,TVSU
4765,Aleknagik / New Airport,Aleknagik,United States,WKK,5A8
4766,Mercer County Airport,Bluefield,United States,BLF,KBLF
4767,Mid Delta Regional Airport,Greenville,United States,GLH,KGLH
4768,Tri Cities Airport,Pasco,United States,PSC,KPSC
4769,Akutan Seaplane Base,Akutan,United States,KQA,KQA
4770,Lopez Island Airport,Lopez,United States,LPS,S31
5047,Waikoloa Heliport,Waikoloa Village,United States,WKL,HI07
5049,Los Roques Airport,Los Roques,Venezuela,LRV,SVRS
5055,Worcester Regional Airport,Worcester,United States,ORH,KORH
5064,Bremerton National Airport,Bremerton,United States,PWT,KPWT
5065,Spencer Municipal Airport,Spencer,United States,SPW,KSPW
5066,Jefferson City Memorial Airport,Jefferson City,United States,JEF,KJEF
5070,Provincetown Municipal Airport,Provincetown,United States,PVC,KPVC
5077,Erechim Airport,Erechim,Brazil,ERM,SSER
5080,Fullerton Municipal Airport,Fullerton,United States,FUL,KFUL
5081,Concord-Padgett Regional Airport,Concord,United States,USA,KJQF
5088,Friedman Memorial Airport,Hailey,United States,SUN,KSUN
5091,Mason City Municipal Airport,Mason City,United States,MCW,KMCW
5092,Phoenix-Mesa-Gateway Airport,Mesa,United States,AZA,KIWA
5093,Saúl Airport,Saul,French Guiana,XAU,SOOS
5098,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,AKP,PAKP
5099,Anvik Airport,Anvik,United States,ANV,PANV
5100,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,ATK,PATQ
5101,Gambell Airport,Gambell,United States,GAM,PAGM
5102,Hooper Bay Airport,Hooper Bay,United States,HPB,PAHP
5103,Kaltag Airport,Kaltag,United States,KAL,PAKV
5104,St Mary's Airport,St Mary's,United States,KSM,PASM
5105,Kivalina Airport,Kivalina,United States,KVL,PAVL
5106,Mekoryuk Airport,Mekoryuk,United States,MYU,PAMY
5107,Ruby Airport,Ruby,United States,RBY,PARY
5108,Shishmaref Airport,Shishmaref,United States,SHH,PASH
5109,Savoonga Airport,Savoonga,United States,SVA,PASA
5110,Noatak Airport,Noatak,United States,WTK,PAWN
5112,Puvirnituq Airport,Puvirnituq,Canada,YPX,CYPX
5113,Tasiujaq Airport,Tasiujaq,Canada,YTQ,CYTQ
5114,Arctic Village Airport,Arctic Village,United States,ARC,PARC
5116,Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,MRAN
5117,Tambor Airport,Nicoya,Costa Rica,TMU,MRTR
5120,Coronel Altino Machado de Oliveira Airport,Governador Valadares,Brazil,GVR,SBGV
5121,Port Clarence Coast Guard Station,Port Clarence,United States,KPC,PAPC
5123,Bella Coola Airport,Bella Coola,Canada,QBC,CYBD
5124,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,HGR,KHGR
5125,Araracuara Airport,Araracuara,Colombia,ACR,SKAC
5127,Sand Point Airport,Sand Point,United States,SDP,PASD
5135,Tocache Airport,Tocache,Peru,\N,SPCH
5139,Deering Airport,Deering,United States,DRG,PADE
5147,Igiugig Airport,Igiugig,United States,IGG,PAIG
5148,New Stuyahok Airport,New Stuyahok,United States,KNW,PANW
5149,King Cove Airport,King Cove,United States,KVC,PAVC
5150,Port Heiden Airport,Port Heiden,United States,PTH,PAPH
5151,Togiak Airport,Togiak Village,United States,TOG,PATG
5157,Brus Laguna Airport,Brus Laguna,Honduras,BHG,MHBL
5158,Bonaventure Airport,Bonaventure,Canada,YVB,CYVB
5160,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,PDP,SULS
5169,Terre-de-Haut Airport,Les Saintes,Guadeloupe,LSS,TFFS
5171,Vieques Airport,Vieques Island,Puerto Rico,VQS,TJCG
5172,St Augustin Airport,St-Augustin,Canada,YIF,CYIF
5182,Delta County Airport,Escanaba,United States,ESC,KESC
5183,Yakutat Airport,Yakutat,United States,YAK,PAYA
5189,Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,CPX,TJCP
5194,Williamson County Regional Airport,Marion,United States,MWA,KMWA
5201,Ford Airport,Iron Mountain,United States,IMT,KIMT
5202,Marquette Airport,Marquette,United States,\N,KMQT
5203,Allakaket Airport,Allakaket,United States,AET,PFAL
5207,Michigan City Municipal Airport,Michigan City,United States,MGC,KMGC
5208,Seward Airport,Seward,United States,SWD,PAWD
5209,Grand Marais Cook County Airport,Grand Marais,United States,GRM,KCKC
5210,Wausau Downtown Airport,Wausau,United States,AUW,KAUW
5219,Delaware County Johnson Field,Muncie,United States,MIE,KMIE
5220,Purdue University Airport,Lafayette,United States,LAF,KLAF
5221,Brown County Airport,Georgetown,United States,\N,KGEO
5222,North Las Vegas Airport,Las Vegas,United States,VGT,KVGT
5223,Kenosha Regional Airport,Kenosha,United States,ENW,KENW
5224,Montrose Regional Airport,Montrose CO,United States,MTJ,KMTJ
5225,Riverton Regional Airport,Riverton WY,United States,RIW,KRIW
5226,Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT,KPDT
5238,Wittman Regional Airport,Oshkosh,United States,OSH,KOSH
5243,Pangborn Memorial Airport,Wenatchee,United States,EAT,KEAT
5244,Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,ARE,TJAB
5248,Rimatara Airport,Rimatara,French Polynesia,RMT,NTAM
5264,Drake Bay Airport,Puntarenas,Costa Rica,DRK,MRDK
5267,NAS Fort Worth JRB/Carswell Field,Dallas,United States,FWH,KNFW
5274,Gary Chicago International Airport,Gary,United States,GYY,KGYY
5275,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,KBRD
5276,Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB
5277,Pitt Greenville Airport,Greenville,United States,PGV,KPGV
5278,Chefornak Airport,Chefornak,United States,CYF,PACK
5279,Oxnard Airport,Oxnard,United States,OXR,KOXR
5280,Branson Airport,Branson,United States,BKG,KBBG
5283,Naiu Airport,Niau,French Polynesia,NIU,NTKN
5284,Schenectady County Airport,Scotia NY,United States,SCH,KSCH
5293,Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,KSGJ
5296,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,KSTS
5297,Kissimmee Gateway Airport,Kissimmee,United States,ISM,KISM
5298,Lake City Gateway Airport,Lake City,United States,LCQ,KLCQ
5299,Deland Municipal Sidney H Taylor Field,DeLand,United States,\N,KDED
5300,Haller Airpark,Green Cove Springs,United States,\N,7FL4
5301,Palmar Airport,Santa Lucia,Peru,\N,SLPA
5302,Logan-Cache Airport,Logan,United States,LGU,KLGU
5303,Brigham City Regional Airport,Brigham City,United States,BMC,KBMC
5304,Malad City Airport,Malad City,United States,\N,KMLD
5305,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE
5307,Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,KERV
5309,Sussex County Airport,Georgetown,United States,GED,KGED
5310,Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,CZSW
5311,Great Bend Municipal Airport,Great Bend,United States,GBD,KGBD
5312,Hays Regional Airport,Hays,United States,HYS,KHYS
5313,Spirit of St Louis Airport,Null,United States,SUS,KSUS
5314,Ely Municipal Airport,Ely,United States,LYU,KELO
5315,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,GPZ,KGPZ
5316,Thief River Falls Regional Airport,Thief River Falls,United States,TVF,KTVF
5317,Eagle River Union Airport,Eagle River,United States,EGV,KEGV
5318,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,KARV
5319,Ankeny Regional Airport,Ankeny,United States,\N,KIKV
5320,Berens River Airport,Berens River,Canada,YBV,CYBV
5321,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,\N,KNGP
5322,Catalina Airport,Catalina Island,United States,AVX,KAVX
5323,Mojave Airport,Mojave,United States,MHV,KMHV
5327,Hutchinson Municipal Airport,Hutchinson,United States,HUT,KHUT
5330,Rosecrans Memorial Airport,Rosecrans,United States,STJ,KSTJ
5333,Volk Field,Camp Douglas,United States,VOK,KVOK
5334,Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,KGUC
5336,Zamperini Field,Torrance,United States,TOA,KTOA
