,Name,City,Country,IATA,ICAO
3980,Bundaberg Airport,Bundaberg,Australia,BDB,YBUD
3983,Hayman Island Heliport,Hayman Island,Australia,\N,YHYN
3994,Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,KDM,VRMT
3999,Tanna Airport,Tanna,Vanuatu,TAH,NVVW
4017,Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE,ZBDH
4029,Thangool Airport,Biloela,Australia,THG,YTNG
4031,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK,YBNA
4034,Ratanakiri Airport,Ratanakiri,Cambodia,RBE,VDRK
4038,Phetchabun Airport,Phetchabun,Thailand,PHY,VTPB
4039,Chumphon Airport,Chumphon,Thailand,CJM,VTSE
4040,Jiuzhai Huanglong Airport,Jiuzhaigou,China,JZH,ZUJZ
4041,Jieyang Chaoshan International Airport,Shantou,China,SWA,ZGOW
4047,Dunhuang Airport,Dunhuang,China,DNH,ZLDH
4052,Milas Bodrum International Airport,Bodrum,Turkey,BJV,LTFE
4054,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ
4056,Broome International Airport,Broome,Australia,BME,YBRM
4057,Newcastle Airport,Newcastle,Australia,NTL,YWLM
4064,Imam Khomeini International Airport,Tehran,Iran,IKA,OIIE
4065,Mashhad International Airport,Mashhad,Iran,MHD,OIMM
4087,Atyrau Airport,Atyrau,Kazakhstan,GUW,UATG
4088,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,KZO,UAOO
4095,Aktau Airport,Aktau,Kazakhstan,SCO,UATE
4103,Sary-Arka Airport,Karaganda,Kazakhstan,KGF,UAKK
4107,Longjia Airport,Changchun,China,CGQ,ZYCC
4108,Niigata Airport,Niigata,Japan,KIJ,RJSN
4109,Johnston Atoll Airport,Johnston Island,Johnston Atoll,JON,PJON
4115,Shun Tak Heliport,Hong Kong,Hong Kong,HHP,VHST
4116,Uru Harbour Airport,Atoifi,Solomon Islands,ATD,AGAT
4117,Gwaunaru'u Airport,Auki,Solomon Islands,AKS,AGGA
4118,Ballalae Airport,Ballalae,Solomon Islands,BAS,AGGE
4119,Fera/Maringe Airport,Fera Island,Solomon Islands,FRE,AGGF
4120,Babanakira Airport,Mbambanakira,Solomon Islands,MBU,AGGI
4121,Ngorangora Airport,Kirakira,Solomon Islands,IRA,AGGK
4122,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ,AGGL
4123,Munda Airport,Munda,Solomon Islands,MUA,AGGM
4124,Nusatupe Airport,Gizo,Solomon Islands,GZO,AGGN
4125,Mono Airport,Stirling Island,Solomon Islands,MNY,AGGO
4126,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,RNL,AGGR
4127,Marau Airport,Marau,Solomon Islands,RUS,AGGU
4128,Suavanao Airport,Suavanao,Solomon Islands,VAO,AGGV
4129,Kaghau Airport,Kagau Island,Solomon Islands,KGE,AGKG
4130,Ramata Airport,Ramata,Solomon Islands,RBV,AGRM
4343,Luderitz Airport,Luderitz,Namibia,LUD,FYLZ
4344,Ondangwa Airport,Ondangwa,Namibia,OND,FYOA
4345,Oranjemund Airport,Oranjemund,Namibia,OMD,FYOG
4346,Swakopmund Airport,Swakopmund,Namibia,SWP,FYSM
4347,Eros Airport,Windhoek,Namibia,ERS,FYWE
4405,Diu Airport,Diu,India,DIU,VA1P
4435,Kili Airport,Kili Island,Marshall Islands,KIO,Q51
4484,Uşak Airport,Usak,Turkey,USQ,LTBO
4485,Kars Airport,Kars,Turkey,KSY,LTCF
4486,Şanlıurfa Airport,Sanliurfa,Turkey,SFQ,LTCH
4487,Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM,LTCN
4488,Ağrı Airport,Agri,Turkey,AJI,LTCO
4489,Adıyaman Airport,Adiyaman,Turkey,ADF,LTCP
4490,Süleyman Demirel International Airport,Isparta,Turkey,ISE,LTFC
4491,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,LTFD
4492,Samsun Çarşamba Airport,Samsun,Turkey,SZF,LTFH
4501,Utirik Airport,Utirik Island,Marshall Islands,UTK,03N
4504,Mili Island Airport,Mili Island,Marshall Islands,MIJ,MLIP
4535,Cicia Airport,Cicia,Fiji,ICI,NFCI
4536,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO
4537,Vunisea Airport,Vunisea,Fiji,KDV,NFKD
4538,Mana Island Airport,Mana Island,Fiji,MNF,NFMA
4539,Moala Airport,Moala,Fiji,MFJ,NFMO
4540,Ngau Airport,Ngau,Fiji,NGI,NFNG
4541,Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK
4542,Labasa Airport,Lambasa,Fiji,LBS,NFNL
4543,Matei Airport,Matei,Fiji,TVU,NFNM
4544,Koro Island Airport,Koro Island,Fiji,KXF,NFNO
4545,Rotuma Airport,Rotuma,Fiji,RTA,NFNR
4546,Savusavu Airport,Savusavu,Fiji,SVU,NFNS
4551,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB
4552,Niue International Airport,Alofi,Niue,IUE,NIUE
4560,Mota Lava Airport,Ablow,Vanuatu,MTV,NVSA
4561,Sola Airport,Sola,Vanuatu,SLH,NVSC
4562,Torres Airstrip,Loh/Linua,Vanuatu,TOH,NVSD
4563,Siwo Airport,Sangafa,Vanuatu,EAE,NVSE
4564,Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF
4565,Longana Airport,Longana,Vanuatu,LOD,NVSG
4566,Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH
4567,Tavie Airport,Paama Island,Vanuatu,PBJ,NVSI
4568,Lamap Airport,Lamap,Vanuatu,LPM,NVSL
4569,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM
4570,Maewo-Naone Airport,Maewo Island,Vanuatu,MWF,NVSN
4571,Lonorore Airport,Lonorore,Vanuatu,LNE,NVSO
4572,Norsup Airport,Norsup,Vanuatu,NUS,NVSP
4573,Gaua Island Airport,Gaua Island,Vanuatu,ZGU,NVSQ
4574,Redcliffe Airport,Redcliffe,Vanuatu,RCL,NVSR
4575,Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS
4576,Tongoa Airport,Tongoa Island,Vanuatu,TGH,NVST
4577,Uléi Airport,Ambryn Island,Vanuatu,ULB,NVSU
4578,Valesdir Airport,Valesdir,Vanuatu,VLS,NVSV
4579,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX
4580,North West Santo Airport,Olpoi,Vanuatu,OLJ,NVSZ
4581,Aneityum Airport,Anelghowhat,Vanuatu,AUY,NVVA
4582,Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB
4583,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,NVVD
4584,Futuna Airport,Futuna Island,Vanuatu,FTA,NVVF
4585,Ipota Airport,Ipota,Vanuatu,IPA,NVVI
4586,Tiga Airport,Tiga,New Caledonia,TGJ,NWWA
4587,Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC
4588,Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE
4589,Fayzabad Airport,Faizabad,Afghanistan,FBD,OAFZ
4590,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,\N,OEDW
4591,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK
4592,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE,OEWD
4593,Khoram Abad Airport,Khorram Abad,Iran,KHD,OICK
4594,Bam Airport,Bam,Iran,BXR,OIKM
4595,Rafsanjan Airport,Rafsanjan,Iran,RJN,OIKR
4596,Bojnord Airport,Bojnourd,Iran,BJB,OIMN
4597,Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS
4598,Noshahr Airport,Noshahr,Iran,NSH,OINN
4599,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,OINZ
4600,Lar Airport,Lar,Iran,LRR,OISL
4601,Ardabil Airport,Ardabil,Iran,ADU,OITL
4602,Urmia Airport,Uromiyeh,Iran,OMH,OITR
4603,Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL
4604,Bannu Airport,Bannu,Pakistan,BNP,OPBN
4605,Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW
4606,Chitral Airport,Chitral,Pakistan,CJL,OPCH
4607,Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB
4608,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG
4609,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI
4610,Jiwani Airport,Jiwani,Pakistan,JIW,OPJI
4611,Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD
4612,Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH
4613,Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR
4614,Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC
4615,Skardu Airport,Skardu,Pakistan,KDU,OPSD
4616,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN
4617,Turbat International Airport,Turbat,Pakistan,TUK,OPTU
4618,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,ORSU
4619,Kamishly Airport,Kamishly,Syria,KAC,OSKL
4620,Sayun International Airport,Sayun Intl,Yemen,GXF,OYSY
4635,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT,PKMA
4636,Matsu Nangan Airport,Matsu Islands,Taiwan,LZN,RCFG
4637,Hengchun Airport,Hengchun,Taiwan,HCN,RCKW
4638,Matsu Beigan Airport,Matsu Islands,Taiwan,MFK,RCMT
4639,Kushiro Airport,Kushiro,Japan,KUH,RJCK
4640,Okadama Airport,Sapporo,Japan,OKD,RJCO
4641,Saga Airport,Saga,Japan,HSG,RJFS
4642,Nagoya Airport,Nagoya,Japan,NKM,RJNA
4643,Iwami Airport,Iwami,Japan,IWJ,RJOW
4644,Fukushima Airport,Fukushima,Japan,FKS,RJSF
4645,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,RJSR
4646,Shonai Airport,Shonai,Japan,SYO,RJSY
4647,Miyakejima Airport,Miyakejima,Japan,MYE,RJTQ
4648,Kunsan Air Base,Kunsan,South Korea,KUV,RKJK
4649,Mokpo Heliport,Mokpo,South Korea,MPK,RKJM
4650,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,WJU,RKNW
4651,Yangyang International Airport,Sokcho / Gangneung,South Korea,YNY,RKNY
4652,Sacheon Air Base/Airport,Sacheon,South Korea,HIN,RKPS
4653,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,CJJ,RKTU
4654,Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB
4655,Cuyo Airport,Cuyo,Philippines,CYU,RPLO
4656,Rajah Buayan Air Base,General Santos City,Philippines,\N,RPMB
4657,Camiguin Airport,Camiguin,Philippines,CGM,RPMH
4658,Jolo Airport,Jolo,Philippines,JOL,RPMJ
4659,Sanga Sanga Airport,Sanga Sanga,Philippines,TWT,RPMN
4660,Surigao Airport,Sangley Point,Philippines,SUG,RPMS
4661,Tandag Airport,Tandag,Philippines,TDG,RPMW
4662,Naga Airport,Naga,Philippines,WNP,RPUN
4663,Basco Airport,Basco,Philippines,BSO,RPUO
4664,San Fernando Airport,San Fernando,Philippines,SFE,RPUS
4665,Tuguegarao Airport,Tuguegarao,Philippines,TUG,RPUT
4666,Virac Airport,Virac,Philippines,VRC,RPUV
4667,Calbayog Airport,Calbayog City,Philippines,CYP,RPVC
4668,Catarman National Airport,Catarman,Philippines,CRM,RPVF
4669,Moises R. Espinosa Airport,Masbate,Philippines,MBT,RPVJ
4670,Roxas Airport,Roxas City,Philippines,RXS,RPVR
4724,Kokshetau Airport,Kokshetau,Kazakhstan,KOV,UACK
4725,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK,UACP
4726,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN,UAKD
4727,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK
4728,Kostanay West Airport,Kostanay,Kazakhstan,KSN,UAUU
4729,Ganja Airport,Ganja,Azerbaijan,KVD,UBBG
4730,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN
4739,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE,UJAP
4781,Khudzhand Airport,Khudzhand,Tajikistan,LBD,UTDL
4782,Andizhan Airport,Andizhan,Uzbekistan,AZN,UTKA
4783,Fergana International Airport,Fergana,Uzbekistan,FEG,UTKF
4784,Namangan Airport,Namangan,Uzbekistan,NMA,UTKN
4785,Nukus Airport,Nukus,Uzbekistan,NCU,UTNN
4786,Urgench Airport,Urgench,Uzbekistan,UGC,UTNU
4787,Karshi Khanabad Airport,Khanabad,Uzbekistan,KSQ,UTSL
4788,Termez Airport,Termez,Uzbekistan,TMJ,UTST
4802,Hubli Airport,Hubli,India,HBX,VAHB
4803,Koggala Airport,Koggala,Sri Lanka,KCT,VCCK
4804,Weerawila Airport,Wirawila,Sri Lanka,WRZ,VCCW
4805,Battambang Airport,Battambang,Cambodia,BBM,VDBG
4806,Shillong Airport,Shillong,India,SHL,VEBI
4807,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,VEGT
4808,Dimapur Airport,Dimapur,India,DMU,VEMR
4809,Tezpur Airport,Tezpur,India,TEZ,VETZ
4810,Barisal Airport,Barisal,Bangladesh,BZL,VGBR
4811,Ban Huoeisay Airport,Huay Xai,Laos,HOE,VLHS
4812,Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP
4813,Bhadrapur Airport,Chandragarhi,Nepal,BDP,VNCG
4814,Meghauli Airport,Meghauli,Nepal,MEY,VNMG
4815,Nepalgunj Airport,Nepalgunj,Nepal,KEP,VNNG
4816,Gan International Airport,Gan Island,Maldives,GAN,VRMG
4817,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,HAQ,VRMH
4818,Kadhdhoo Airport,Laamu Atoll,Maldives,KDO,VRMK
4819,Mae Sot Airport,Tak,Thailand,MAQ,VTPM
4820,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,VVBM
4821,Cat Bi International Airport,Haiphong,Vietnam,HPH,VVCI
4822,Cam Ranh Airport,Nha Trang,Vietnam,CXR,VVCR
4823,Co Ong Airport,Conson,Vietnam,VCS,VVCS
4824,Can Tho International Airport,Can Tho,Vietnam,VCA,VVCT
4825,Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,VVDB
4826,Phu Cat Airport,Phucat,Vietnam,UIH,VVPC
4827,Pleiku Airport,Pleiku,Vietnam,PXU,VVPK
4828,Vinh Airport,Vinh,Vietnam,VII,VVVH
4829,Banmaw Airport,Banmaw,Burma,BMO,VYBM
4830,Dawei Airport,Dawei,Burma,TVY,VYDW
4831,Kawthoung Airport,Kawthoung,Burma,KAW,VYKT
4832,Loikaw Airport,Loikaw,Burma,LIW,VYLK
4833,Mawlamyine Airport,Mawlamyine,Burma,MNU,VYMM
4834,Pathein Airport,Pathein,Burma,BSX,VYPN
4835,Pakhokku Airport,Pakhokku,Burma,PKK,VYPU
4836,Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ,WADS
4837,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,WADT
4838,Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI,WAJB
4839,Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,WAJS
4840,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS,WALG
4841,Datadawai Airport,Datadawai-Borneo Island,Indonesia,DTD,WALJ
4842,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,WALK
4843,Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG,WAON
4844,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,WAOS
4845,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,LUV,WAPL
4846,Mali Airport,Alor Island,Indonesia,ARD,WATM
4847,Belaga Airport,Belaga,Malaysia,BLG,WBGC
4848,Long Lellang Airport,Long Datih,Malaysia,LGL,WBGF
4849,Long Seridan Airport,Long Seridan,Malaysia,ODN,WBGI
4850,Mukah Airport,Mukah,Malaysia,MKM,WBGK
4851,Bakalalan Airport,Bakalalan,Malaysia,BKM,WBGQ
4852,Lawas Airport,Lawas,Malaysia,LWY,WBGW
4853,Bario Airport,Bario,Malaysia,BBN,WBGZ
4854,Tomanggong Airport,Tomanggong,Malaysia,TMG,WBKM
4855,Kudat Airport,Kudat,Malaysia,KUD,WBKT
4856,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG,WIAT
4857,Halim Perdanakusuma International Airport,Jakarta,Indonesia,HLP,WIHH
4858,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX,WION
4859,Pangsuma Airport,Putussibau-Borneo Island,Indonesia,PSU,WIOP
4860,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS
4861,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,PDO,WIPQ
4862,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,LSW,WITM
4863,Pulau Pangkor Airport,Pangkor Island,Malaysia,PKG,WMPA
4864,Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,LBW,WRLB
4865,Nunukan Airport,Nunukan-Nunukan Island,Indonesia,NNX,WRLF
4866,Long Apung Airport,Long Apung-Borneo Island,Indonesia,LPU,WRLP
4867,Albany Airport,Albany,Australia,ALH,YABA
4868,Argyle Airport,Argyle,Australia,GYL,YARG
4869,Aurukun Airport,Aurukun,Australia,AUU,YAUR
4870,Barcaldine Airport,Barcaldine,Australia,BCI,YBAR
4871,Badu Island Airport,Badu Island,Australia,BDD,YBAU
4872,Birdsville Airport,Birdsville,Australia,BVI,YBDV
4873,Broken Hill Airport,Broken Hill,Australia,BHQ,YBHI
4874,Hamilton Island Airport,Hamilton Island,Australia,HTI,YBHM
4875,Bedourie Airport,Bedourie,Australia,BEU,YBIE
4876,Bourke Airport,Bourke,Australia,BRK,YBKE
4877,Burketown Airport,Burketown,Australia,BUC,YBKT
4878,Boigu Airport,Boigu,Australia,GIC,YBOI
4879,Oakey Airport,Oakey,Australia,OKY,YBOK
4880,Boulia Airport,Boulia,Australia,BQL,YBOU
4881,Bathurst Airport,Bathurst,Australia,BHS,YBTH
4882,Blackwater Airport,Blackwater,Australia,BLT,YBTR
4883,Carnarvon Airport,Carnarvon,Australia,CVQ,YCAR
4884,Cobar Airport,Cobar,Australia,CAZ,YCBA
4885,Coober Pedy Airport,Coober Pedy,Australia,CPD,YCBP
4886,Coconut Island Airport,Coconut Island,Australia,CNC,YCCT
4887,Cloncurry Airport,Cloncurry,Australia,CNJ,YCCY
4888,Ceduna Airport,Ceduna,Australia,CED,YCDU
4889,Cooktown Airport,Cooktown,Australia,CTN,YCKN
4890,Cunnamulla Airport,Cunnamulla,Australia,CMA,YCMU
4891,Coonamble Airport,Coonamble,Australia,CNB,YCNM
4892,Coen Airport,Coen,Australia,CUQ,YCOE
4893,Cooma Snowy Mountains Airport,Cooma,Australia,OOM,YCOM
4894,Doomadgee Airport,Doomadgee,Australia,DMD,YDMG
4895,Darnley Island Airport,Darnley Island,Australia,NLF,YDNI
4896,Devonport Airport,Devonport,Australia,DPO,YDPO
4897,Elcho Island Airport,Elcho Island,Australia,ELC,YELD
4898,Esperance Airport,Esperance,Australia,EPR,YESP
4899,Flinders Island Airport,Flinders Island,Australia,FLS,YFLI
4900,Geraldton Airport,Geraldton,Australia,GET,YGEL
4901,Gladstone Airport,Gladstone,Australia,GLT,YGLA
4902,Groote Eylandt Airport,Groote Eylandt,Australia,GTE,YGTE
4903,Griffith Airport,Griffith,Australia,GFF,YGTH
4904,Horn Island Airport,Horn Island,Australia,HID,YHID
4905,Hooker Creek Airport,Hooker Creek,Australia,HOK,YHOO
4906,Mount Hotham Airport,Mount Hotham,Australia,MHU,YHOT
4907,Hughenden Airport,Hughenden,Australia,HGD,YHUG
4908,Julia Creek Airport,Julia Creek,Australia,JCK,YJLC
4909,Kalbarri Airport,Kalbarri,Australia,KAX,YKBR
4910,King Island Airport,King Island,Australia,KNS,YKII
4911,Kalkgurung Airport,Kalkgurung,Australia,KFG,YKKG
4912,Karumba Airport,Karumba,Australia,KRB,YKMB
4913,Kowanyama Airport,Kowanyama,Australia,KWM,YKOW
4914,Kubin Airport,Kubin,Australia,KUG,YKUB
4915,Leonora Airport,Leonora,Australia,LNO,YLEO
4916,Lake Evella Airport,Lake Evella,Australia,LEL,YLEV
4917,Lord Howe Island Airport,Lord Howe Island,Australia,LDH,YLHI
4918,Lockhart River Airport,Lockhart River,Australia,IRG,YLHR
4919,Lismore Airport,Lismore,Australia,LSY,YLIS
4920,Lightning Ridge Airport,Lightning Ridge,Australia,LHG,YLRD
4921,Longreach Airport,Longreach,Australia,LRE,YLRE
4922,Leinster Airport,Leinster,Australia,LER,YLST
4923,Laverton Airport,Laverton,Australia,LVO,YLTN
4924,Mabuiag Island Airport,Mabuiag Island,Australia,UBB,YMAA
4925,Meekatharra Airport,Meekatharra,Australia,MKR,YMEK
4926,Merimbula Airport,Merimbula,Australia,MIM,YMER
4927,Milingimbi Airport,Milingimbi,Australia,MGT,YMGB
4928,Maningrida Airport,Maningrida,Australia,MNG,YMGD
4929,McArthur River Mine Airport,McArthur River Mine,Australia,MCV,YMHU
4930,Mildura Airport,Mildura,Australia,MQL,YMIA
4931,Mount Magnet Airport,Mount Magnet,Australia,MMG,YMOG
4932,Moree Airport,Moree,Australia,MRZ,YMOR
4933,Moranbah Airport,Moranbah,Australia,MOV,YMRB
4934,Moruya Airport,Moruya,Australia,MYA,YMRY
4935,Mount Gambier Airport,Mount Gambier,Australia,MGB,YMTG
4936,Mornington Island Airport,Mornington Island,Australia,ONG,YMTI
4937,Murray Island Airport,Murray Island,Australia,MYI,YMUI
4938,Maryborough Airport,Maryborough,Australia,MBH,YMYB
4939,Narrandera Airport,Narrandera,Australia,NRA,YNAR
4940,Narrabri Airport,Narrabri,Australia,NAA,YNBR
4941,Normanton Airport,Normanton,Australia,NTN,YNTN
4942,Newman Airport,Newman,Australia,ZNE,YNWN
4943,Olympic Dam Airport,Olympic Dam,Australia,OLP,YOLD
4944,Port Augusta Airport,Argyle,Australia,PUG,YPAG
4945,Palm Island Airport,Palm Island,Australia,PMK,YPAM
4946,Paraburdoo Airport,Paraburdoo,Australia,PBO,YPBO
4947,Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK,YPCC
4948,Gove Airport,Gove,Australia,GOV,YPGV
4949,Parkes Airport,Parkes,Australia,PKE,YPKS
4950,Port Lincoln Airport,Port Lincoln,Australia,PLO,YPLC
4951,Pormpuraaw Airport,Pormpuraaw,Australia,EDR,YPMP
4952,Port Macquarie Airport,Port Macquarie,Australia,PQQ,YPMQ
4953,Portland Airport,Portland,Australia,PTJ,YPOD
4954,Quilpie Airport,Quilpie,Australia,ULP,YQLP
4955,Ramingining Airport,Ramingining,Australia,RAM,YRNG
4956,Roma Airport,Roma,Australia,RMA,YROM
4957,St George Airport,St George,Australia,SGO,YSGE
4958,Shark Bay Airport,Shark Bay,Australia,MJK,YSHK
4959,Saibai Island Airport,Saibai Island,Australia,SBR,YSII
4960,Strahan Airport,Strahan,Australia,SRN,YSRN
4961,Thargomindah Airport,Thargomindah,Australia,XTG,YTGM
4962,Tennant Creek Airport,Tennant Creek,Australia,TCA,YTNK
4963,Victoria River Downs Airport,Victoria River Downs,Australia,VCD,YVRD
4964,Warraber Island Airport,Sue Islet,Australia,SYU,YWBS
4965,Windorah Airport,Windorah,Australia,WNR,YWDH
4966,Whyalla Airport,Whyalla,Australia,WYA,YWHA
4967,Wiluna Airport,Wiluna,Australia,WUN,YWLU
4968,Wollongong Airport,Wollongong,Australia,WOL,YWOL
4969,Winton Airport,Winton,Australia,WIN,YWTN
4970,Wynyard Airport,Burnie,Australia,BWT,YWYY
4971,Yorke Island Airport,Yorke Island,Australia,OKR,YYKI
4972,Yam Island Airport,Yam Island,Australia,XMY,YYMI
4973,Beijing Nanyuan Airport,Beijing,China,NAY,ZBNY
4974,Chifeng Airport,Chifeng,China,CIF,ZBCF
4975,Changzhi Airport,Changzhi,China,CIH,ZBCZ
4976,Datong Airport,Datong,China,DAT,ZBDT
4977,Baita International Airport,Hohhot,China,HET,ZBHH
4978,Baotou Airport,Baotou,China,BAV,ZBOW
4979,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ
4980,Tongliao Airport,Tongliao,China,TGO,ZBTL
4981,Ulanhot Airport,Ulanhot,China,HLH,ZBUL
4982,Xilinhot Airport,Xilinhot,China,XIL,ZBXH
4983,Beihai Airport,Beihai,China,BHY,ZGBH
4984,Changde Airport,Changde,China,CGD,ZGCD
4985,Dayong Airport,Dayong,China,DYG,ZGDY
4986,Meixian Airport,Meixian,China,MXZ,ZGMX
4987,Zhuhai Jinwan Airport,Zhuhai,China,ZUH,ZGSD
4988,Liuzhou Bailian Airport,Liuzhou,China,LZH,ZGZH
4989,Zhanjiang Airport,Zhanjiang,China,ZHA,ZGZJ
4990,Enshi Airport,Enshi,China,ENH,ZHES
4991,Nanyang Jiangying Airport,Nanyang,China,NNY,ZHNY
4992,Xiangyang Liuji Airport,Xiangfan,China,XFN,ZHXF
4993,Yichang Sanxia Airport,Yichang,China,YIH,ZHYC
4994,Ankang Wulipu Airport,Ankang,China,AKA,ZLAK
4995,Golmud Airport,Golmud,China,GOQ,ZLGM
4996,Hanzhong Chenggu Airport,Hanzhong,China,HZG,ZLHZ
4997,Qingyang Airport,Qingyang,China,IQN,ZLQY
4998,Xining Caojiabu Airport,Xining,China,XNN,ZLXN
4999,Yan'an Ershilipu Airport,Yan'an,China,ENY,ZLYA
5000,Yulin Yuyang Airport,Yulin,China,UYN,ZLYL
5001,Arvaikheer Airport,Arvaikheer,Mongolia,AVK,ZMAH
5002,Altai Airport,Altai,Mongolia,LTI,ZMAT
5003,Bayankhongor Airport,Bayankhongor,Mongolia,BYN,ZMBH
5004,Dalanzadgad Airport,Dalanzadgad,Mongolia,DLZ,ZMDZ
5005,Khovd Airport,Khovd,Mongolia,HVD,ZMKD
5006,Mörön Airport,Muren,Mongolia,MXV,ZMMN
5007,Diqing Airport,Shangri-La,China,DIG,ZPDQ
5008,Mangshi Airport,Luxi,China,LUM,ZPLX
5009,Pu'er Simao Airport,Simao,China,SYM,ZPSM
5010,Zhaotong Airport,Zhaotong,China,ZAT,ZPZT
5011,Ganzhou Airport,Ganzhou,China,KOW,ZSGZ
5012,Jingdezhen Airport,Jingdezhen,China,JDZ,ZSJD
5013,Jiujiang Lushan Airport,Jiujiang,China,JIU,ZSJJ
5014,Quzhou Airport,Quzhou,China,JUZ,ZSJU
5015,Lianyungang Airport,Lianyungang,China,LYG,ZSLG
5016,Huangyan Luqiao Airport,Huangyan,China,HYN,ZSLQ
5017,Shubuling Airport,Linyi,China,LYI,ZSLY
5018,Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,ZSQZ
5019,Tunxi International Airport,Huangshan,China,TXN,ZSTX
5020,Weifang Airport,Weifang,China,WEF,ZSWF
5021,Weihai Airport,Weihai,China,WEH,ZSWH
5022,Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX
5023,Nanping Wuyishan Airport,Wuyishan,China,WUS,ZSWY
5024,Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ
5025,Yancheng Airport,Yancheng,China,YNZ,ZSYN
5026,Yiwu Airport,Yiwu,China,YIW,ZSYW
