,Name,City,Country,IATA,ICAO
2955,Sam Neua Airport,Sam Neua,Laos,NEU,VLSN
2956,Wattay International Airport,Vientiane,Laos,VTE,VLVT
2957,Macau International Airport,Macau,Macau,MFM,VMMC
2958,Gautam Buddha Airport,Bhairawa,Nepal,BWA,VNBW
2959,Janakpur Airport,Janakpur,Nepal,JKR,VNJP
2960,Tribhuvan International Airport,Kathmandu,Nepal,KTM,VNKT
2961,Pokhara Airport,Pokhara,Nepal,PKR,VNPK
2962,Simara Airport,Simara,Nepal,SIF,VNSI
2963,Biratnagar Airport,Biratnagar,Nepal,BIR,VNVT
2964,Agatti Airport,Agatti Island,India,AGX,VOAT
2965,Kempegowda International Airport,Bangalore,India,BLR,VOBL
2966,Bellary Airport,Bellary,India,BEP,VOBI
2967,Bidar Air Force Station,Bidar,India,\N,VOBR
2968,Vijayawada Airport,Vijayawada,India,VGA,VOBZ
2969,Coimbatore International Airport,Coimbatore,India,CJB,VOCB
2970,Cochin International Airport,Kochi,India,COK,VOCI
2971,Calicut International Airport,Calicut,India,CCJ,VOCL
2972,Kadapa Airport,Cuddapah,India,CDP,VOCP
2973,Car Nicobar Air Force Station,Carnicobar,India,CBD,VOCX
2974,Dundigul Air Force Academy,Dundigul,India,\N,VODG
2975,Begumpet Airport,Hyderabad,India,BPM,VOHY
2976,Madurai Airport,Madurai,India,IXM,VOMD
2977,Mangalore International Airport,Mangalore,India,IXE,VOML
2978,Chennai International Airport,Madras,India,MAA,VOMM
2979,Nagarjuna Sagar Airport,Nagarjunsagar,India,\N,VONS
2980,Vir Savarkar International Airport,Port Blair,India,IXZ,VOPB
2981,Pondicherry Airport,Pendicherry,India,PNY,VOPC
2982,Rajahmundry Airport,Rajahmundry,India,RJA,VORY
2983,Salem Airport,Salem,India,SXV,VOSM
2984,Tanjore Air Force Base,Tanjore,India,TJV,VOTJ
2985,Tirupati Airport,Tirupeti,India,TIR,VOTP
2986,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,TRZ,VOTR
2987,Trivandrum International Airport,Trivandrum,India,TRV,VOTV
2988,Tambaram Air Force Station,Tambaram,India,\N,VOTX
2989,Paro Airport,Thimphu,Bhutan,PBH,VQPR
2990,Malé International Airport,Male,Maldives,MLE,VRMM
2991,Don Mueang International Airport,Bangkok,Thailand,DMK,VTBD
2992,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,KDT,VTBK
2993,Khok Kathiam Airport,Lop Buri,Thailand,\N,VTBL
2994,U-Tapao International Airport,Pattaya,Thailand,UTP,VTBU
2995,Watthana Nakhon Airport,Prachin Buri,Thailand,\N,VTBW
2996,Lampang Airport,Lampang,Thailand,LPT,VTCL
2997,Phrae Airport,Phrae,Thailand,PRH,VTCP
2998,Hua Hin Airport,Prachuap Khiri Khan,Thailand,HHQ,VTPH
2999,Takhli Airport,Nakhon Sawan,Thailand,TKH,VTPI
3000,Sak Long Airport,Phetchabun,Thailand,\N,VTPL
3001,Nakhon Sawan Airport,Nakhon Sawan,Thailand,\N,VTPN
3002,Phitsanulok Airport,Phitsanulok,Thailand,PHS,VTPP
3003,Khunan Phumipol Airport,Tak,Thailand,\N,VTPY
3004,Khoun Khan Airport,Satun,Thailand,\N,VTSA
3005,Narathiwat Airport,Narathiwat,Thailand,NAW,VTSC
3006,Krabi Airport,Krabi,Thailand,KBV,VTSG
3007,Songkhla Airport,Songkhla,Thailand,SGZ,VTSH
3008,Pattani Airport,Pattani,Thailand,PAN,VTSK
3009,Samui Airport,Ko Samui,Thailand,USM,VTSM
3010,Cha Eian Airport,Nakhon Si Thammarat,Thailand,\N,VTSN
3011,Phuket International Airport,Phuket,Thailand,HKT,VTSP
3012,Ranong Airport,Ranong,Thailand,UNN,VTSR
3013,Hat Yai International Airport,Hat Yai,Thailand,HDY,VTSS
3014,Trang Airport,Trang,Thailand,TST,VTST
3015,Udon Thani Airport,Udon Thani,Thailand,UTH,VTUD
3016,Sakon Nakhon Airport,Sakon Nakhon,Thailand,SNO,VTUI
3017,Surin Airport,Surin,Thailand,PXR,VTUJ
3018,Loei Airport,Loei,Thailand,LOE,VTUL
3019,Khorat Airport,Nakhon Ratchasima,Thailand,\N,VTUN
3020,Rob Muang Airport,Roi Et,Thailand,\N,VTUR
3021,Da Nang International Airport,Danang,Vietnam,DAD,VVDN
3022,Gia Lam Air Base,Hanoi,Vietnam,\N,VVGL
3023,Kep Air Base,Kep,Vietnam,\N,VVKP
3024,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB
3025,Nha Trang Air Base,Nhatrang,Vietnam,NHA,VVNT
3026,Phu Bai Airport,Hue,Vietnam,HUI,VVPB
3027,Phu Quoc International Airport,Phuquoc,Vietnam,PQC,VVPQ
3028,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS
3029,Ann Airport,Ann,Burma,VBA,VYAN
3030,Anisakan Airport,Anisakan,Burma,\N,VYAS
3031,Bagan Airport,Bagan,Burma,NYU,VYBG
3032,Coco Island Airport,Coco Island,Burma,\N,VYCI
3033,Heho Airport,Heho,Burma,HEH,VYHH
3034,Hommalinn Airport,Hommalin,Burma,HOX,VYHL
3035,Kengtung Airport,Kengtung,Burma,KET,VYKG
3036,Kyaukpyu Airport,Kyaukpyu,Burma,KYP,VYKP
3037,Lashio Airport,Lashio,Burma,LSH,VYLS
3038,Lanywa Airport,Lanywa,Burma,\N,VYLY
3039,Mandalay International Airport,Mandalay,Burma,MDL,VYMD
3040,Myeik Airport,Myeik,Burma,MGZ,VYME
3041,Myitkyina Airport,Myitkyina,Burma,MYT,VYMK
3042,Momeik Airport,Momeik,Burma,MOE,VYMO
3043,Mong Hsat Airport,Mong Hsat,Burma,MOG,VYMS
3044,Nampong Air Base,Nampong,Burma,\N,VYNP
3045,Namsang Airport,Namsang,Burma,NMS,VYNS
3046,Hpa-N Airport,Hpa-an,Burma,PAA,VYPA
3047,Putao Airport,Putao,Burma,PBU,VYPT
3048,Pyay Airport,Pyay,Burma,PRU,VYPY
3049,Shante Air Base,Shante,Burma,\N,VYST
3050,Sittwe Airport,Sittwe,Burma,AKY,VYSW
3051,Thandwe Airport,Thandwe,Burma,SNW,VYTD
3052,Tachileik Airport,Tachilek,Burma,THL,VYTL
3053,Taungoo Airport,Taungoo,Burma,\N,VYTO
3054,Yangon International Airport,Yangon,Burma,RGN,VYYY
3055,Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA
3056,Frans Kaisiepo Airport,Biak,Indonesia,BIK,WABB
3057,Nabire Airport,Nabire,Indonesia,NBX,WABI
3058,Moses Kilangin Airport,Timika,Indonesia,TIM,WABP
3059,Sentani International Airport,Jayapura,Indonesia,DJJ,WAJJ
3060,Wamena Airport,Wamena,Indonesia,WMX,WAJW
3061,Mopah Airport,Merauke,Indonesia,MKQ,WAKK
3062,Jalaluddin Airport,Gorontalo,Indonesia,GTO,WAMG
3063,Mutiara Airport,Palu,Indonesia,PLW,WAML
3064,Sam Ratulangi Airport,Manado,Indonesia,MDC,WAMM
3065,Kasiguncu Airport,Poso,Indonesia,PSJ,WAMP
3066,Pitu Airport,Morotai Island,Indonesia,OTI,WAMR
3067,Sultan Khairun Babullah Airport,Ternate,Indonesia,TTE,WAMT
3068,Syukuran Aminuddin Amir Airport,Luwuk,Indonesia,LUW,WAMW
"3069,""Pattimura Airport, Ambon"",Ambon,Indonesia,AMQ,WAPP"
3070,Fakfak Airport,Fak Fak,Indonesia,FKQ,WASF
3071,Kaimana Airport,Kaimana,Indonesia,KNG,WASK
3072,Babo Airport,Babo,Indonesia,BXB,WASO
3073,Rendani Airport,Manokwari,Indonesia,MKW,WASR
3074,Dominique Edward Osok Airport,Sorong,Indonesia,SOQ,WAXX
3075,Bintulu Airport,Bintulu,Malaysia,BTU,WBGB
3076,Kuching International Airport,Kuching,Malaysia,KCH,WBGG
3077,Limbang Airport,Limbang,Malaysia,LMN,WBGJ
3078,Marudi Airport,Marudi,Malaysia,MUR,WBGM
3079,Miri Airport,Miri,Malaysia,MYY,WBGR
3080,Sibu Airport,Sibu,Malaysia,SBW,WBGS
3081,Lahad Datu Airport,Lahad Datu,Malaysia,LDU,WBKD
3082,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,BKI,WBKK
3083,Labuan Airport,Labuan,Malaysia,LBU,WBKL
3084,Tawau Airport,Tawau,Malaysia,TWU,WBKW
3085,Brunei International Airport,Bandar Seri Begawan,Brunei,BWN,WBSB
3086,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,Indonesia,PKU,WIBB
3087,Pinang Kampai Airport,Dumai,Indonesia,DUM,WIBD
3088,Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII
3089,Binaka Airport,Gunung Sitoli,Indonesia,GNS,WIMB
3090,Aek Godang Airport,Padang Sidempuan,Indonesia,AEG,WIME
3091,Minangkabau International Airport,Padang,Indonesia,PDG,WIPT
3092,Soewondo Air Force Base,Medan,Indonesia,MES,WIMK
3093,Dr Ferdinand Lumban Tobing Airport,Sibolga,Indonesia,FLZ,WIMS
3094,Nanga Pinoh Airport,Nangapinoh,Indonesia,NPO,WIOG
3095,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,KTG,WIOK
3096,Supadio Airport,Pontianak,Indonesia,PNK,WIOO
3097,Sultan Thaha Airport,Jambi,Indonesia,DJB,WIPA
3098,Fatmawati Soekarno Airport,Bengkulu,Indonesia,BKS,WIPL
3099,Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,PLM,WIPP
3100,Japura Airport,Rengat,Indonesia,RGT,WIPR
3101,Lhok Sukon Airport,Lhok Sukon,Indonesia,LSX,WITL
3102,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,WITT
3103,Kluang Airport,Kluang,Malaysia,\N,WMAP
3104,Sultan Abdul Halim Airport,Alor Setar,Malaysia,AOR,WMKA
3105,Butterworth Airport,Butterworth,Malaysia,BWH,WMKB
3106,Sultan Ismail Petra Airport,Kota Bahru,Malaysia,KBR,WMKC
3107,Kuantan Airport,Kuantan,Malaysia,KUA,WMKD
3108,Kerteh Airport,Kerteh,Malaysia,KTE,WMKE
3109,Simpang Airport,Simpang,Malaysia,\N,WMKF
3110,Sultan Azlan Shah Airport,Ipoh,Malaysia,IPH,WMKI
3111,Senai International Airport,Johor Bahru,Malaysia,JHB,WMKJ
3112,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK
3113,Langkawi International Airport,Langkawi,Malaysia,LGK,WMKL
3114,Malacca Airport,Malacca,Malaysia,MKZ,WMKM
3115,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG,WMKN
3116,Penang International Airport,Penang,Malaysia,PEN,WMKP
3117,Suai Airport,Suai,East Timor,UAI,WPDB
3118,Presidente Nicolau Lobato International Airport,Dili,East Timor,DIL,WPDL
3119,Cakung Airport,Baucau,East Timor,BCH,WPEC
3120,Sembawang Air Base,Sembawang,Singapore,\N,WSAG
3121,Paya Lebar Air Base,Paya Lebar,Singapore,QPG,WSAP
3122,Tengah Air Base,Tengah,Singapore,TGA,WSAT
3123,Seletar Airport,Singapore,Singapore,XSP,WSSL
3124,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS
3125,Brisbane Archerfield Airport,Brisbane,Australia,ACF,YBAF
3126,Northern Peninsula Airport,Amberley,Australia,ABM,YBAM
3127,Alice Springs Airport,Alice Springs,Australia,ASP,YBAS
3128,Brisbane International Airport,Brisbane,Australia,BNE,YBBN
3129,Gold Coast Airport,Coolangatta,Australia,OOL,YBCG
3130,Cairns International Airport,Cairns,Australia,CNS,YBCS
3131,Charleville Airport,Charlieville,Australia,CTL,YBCV
3132,Mount Isa Airport,Mount Isa,Australia,ISA,YBMA
3133,Sunshine Coast Airport,Maroochydore,Australia,MCY,YBMC
3134,Mackay Airport,Mackay,Australia,MKY,YBMK
3135,Proserpine Whitsunday Coast Airport,Prosserpine,Australia,PPP,YBPN
3136,Rockhampton Airport,Rockhampton,Australia,ROK,YBRK
3137,Townsville Airport,Townsville,Australia,TSV,YBTL
3138,Weipa Airport,Weipa,Australia,WEI,YBWP
3139,Avalon Airport,Avalon,Australia,AVV,YMAV
3140,Albury Airport,Albury,Australia,ABX,YMAY
3141,Melbourne Essendon Airport,Melbourne,Australia,MEB,YMEN
3142,RAAF Base East Sale,East Sale,Australia,\N,YMES
3143,Hobart International Airport,Hobart,Australia,HBA,YMHB
3144,Launceston Airport,Launceston,Australia,LST,YMLT
3145,Melbourne Moorabbin Airport,Melbourne,Australia,MBW,YMMB
3146,Melbourne International Airport,Melbourne,Australia,MEL,YMML
"3147,""RAAF Williams, Point Cook Base"",Point Cook,Australia,\N,YMPC"
3148,Adelaide International Airport,Adelaide,Australia,ADL,YPAD
3149,RAAF Base Edinburgh,Edinburgh,Australia,\N,YPED
3150,Perth Jandakot Airport,Perth,Australia,JAD,YPJT
3151,Karratha Airport,Karratha,Australia,KTA,YPKA
3152,Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI,YPKG
3153,Kununurra Airport,Kununurra,Australia,KNX,YPKU
3154,Learmonth Airport,Learmonth,Australia,LEA,YPLM
3155,Port Hedland International Airport,Port Hedland,Australia,PHE,YPPD
3156,Adelaide Parafield Airport,Adelaide,Australia,\N,YPPF
3157,Perth International Airport,Perth,Australia,PER,YPPH
3158,Woomera Airfield,Woomera,Australia,UMR,YPWR
3159,Christmas Island Airport,Christmas Island,Christmas Island,XCH,YPXM
3160,Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK
3161,Canberra International Airport,Canberra,Australia,CBR,YSCB
3162,Coffs Harbour Airport,Coff's Harbour,Australia,CFS,YSCH
3163,Camden Airport,Camden,Australia,CDU,YSCN
3164,Dubbo City Regional Airport,Dubbo,Australia,DBO,YSDU
3165,Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,YSNF
3166,RAAF Base Richmond,Richmond,Australia,XRH,YSRI
3167,Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY
3168,Tamworth Airport,Tamworth,Australia,TMW,YSTW
3169,Wagga Wagga City Airport,Wagga Wagga,Australia,WGA,YSWG
3170,Beijing Capital International Airport,Beijing,China,PEK,ZBAA
3171,Dongshan Airport,Hailar,China,HLD,ZBLA
3172,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ
3173,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN
3174,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG
3175,Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA
3176,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL
3177,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN
3178,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ
3179,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC
3180,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH
3181,Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY
3182,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL
3183,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY
3184,Chinggis Khaan International Airport,Ulan Bator,Mongolia,ULN,ZMUB
3185,Xishuangbanna Gasa Airport,Jinghonggasa,China,JHG,ZPJH
3186,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP
3187,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM
3188,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN
3189,Fuzhou Changle International Airport,Fuzhou,China,FOC,ZSFZ
3190,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC
3191,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB
3192,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ
3193,Hefei Luogang International Airport,Hefei,China,HFE,ZSOF
3194,Liuting Airport,Qingdao,China,TAO,ZSQD
3195,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS
3196,Yantai Laishan Airport,Yantai,China,YNT,ZSYT
3197,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK
3198,Longdongbao Airport,Guiyang,China,KWE,ZUGY
3199,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU
3200,Xichang Qingshan Airport,Xichang,China,XIC,ZUXC
3201,Kashgar Airport,Kashi,China,KHG,ZWSH
3202,Hotan Airport,Hotan,China,HTN,ZWTN
3203,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW
3204,Taiping Airport,Harbin,China,HRB,ZYHB
3205,Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,ZYMD
3206,Zhoushuizi Airport,Dalian,China,DLC,ZYTL
3207,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD
3208,Pulau Tioman Airport,Tioman,Malaysia,TOD,WMBT
3209,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA
3210,Noto Airport,Wajima,Japan,NTQ,RJNW
3685,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS
3686,Naha Airport,Naha,Indonesia,NAH,WAMH
3687,Andi Jemma Airport,Masamba,Indonesia,MXB,WAWM
3688,Soroako Airport,Soroako,Indonesia,SQR,WAWS
3689,Pongtiku Airport,Makale,Indonesia,TTR,WAWT
3690,Wolter Monginsidi Airport,Kendari,Indonesia,KDI,WAWW
3691,Maimun Saleh Airport,Sabang,Indonesia,SBG,WITB
3692,Cibeureum Airport,Tasikmalaya,Indonesia,TSY,WICM
3693,Iswahyudi Airport,Madiun,Indonesia,\N,WARI
3694,Abdul Rachman Saleh Airport,Malang,Indonesia,MLG,WARA
3695,Budiarto Airport,Tangerang,Indonesia,\N,WICB
3696,Husein Sastranegara International Airport,Bandung,Indonesia,BDO,WICC
3697,Penggung Airport,Cirebon,Indonesia,CBN,WICD
3698,Adi Sutjipto International Airport,Yogyakarta,Indonesia,JOG,WARJ
3699,Tunggul Wulung Airport,Cilacap,Indonesia,CXP,WIHL
3700,Pondok Cabe Air Base,Jakarta,Indonesia,PCB,WIHP
3701,Achmad Yani Airport,Semarang,Indonesia,SRG,WARS
3702,Hang Nadim International Airport,Batam,Indonesia,BTH,WIDD
3703,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ,WIOD
3704,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,PGK,WIPK
3705,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,TNJ,WIDN
3706,Dabo Airport,Singkep,Indonesia,SIQ,WIDS
3707,Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,WAOO
3708,Batu Licin Airport,Batu Licin,Indonesia,BTW,WAOC
3709,Iskandar Airport,Pangkalan Bun,Indonesia,PKN,WAOI
3710,Tjilik Riwut Airport,Palangkaraya,Indonesia,PKY,WAOP
3711,Maumere(Wai Oti) Airport,Maumere,Indonesia,MOF,WATC
3712,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,ENE,WATE
3713,Frans Sales Lega Airport,Ruteng,Indonesia,RTG,WATG
3714,El Tari Airport,Kupang,Indonesia,KOE,WATT
3715,Komodo Airport,Labuhan Bajo,Indonesia,LBJ,WATO
3716,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL
3717,Juwata Airport,Taraken,Indonesia,TRK,WALR
3718,Temindung Airport,Samarinda,Indonesia,SRI,WALS
3719,Tanjung Santan Airport,Tanjung Santan,Indonesia,TSX,WALT
3720,Selaparang Airport,Mataram,Indonesia,AMI,WADA
3721,Muhammad Salahuddin Airport,Bima,Indonesia,BMU,WADB
3722,Umbu Mehang Kunda Airport,Waingapu,Indonesia,WGP,WADW
3723,Juanda International Airport,Surabaya,Indonesia,SUB,WARR
3724,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,SOC,WARQ
3725,Incheon International Airport,Seoul,South Korea,ICN,RKSI
3726,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,VTCC
3727,Chiang Rai International Airport,Chiang Rai,Thailand,CEI,VTCT
3728,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,NST,VTSF
3729,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,NAK,VTUQ
3730,Nakhon Phanom Airport,Nakhon Phanom,Thailand,KOP,VTUW
3731,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,UBP,VTUU
3732,Khon Kaen Airport,Khon Kaen,Thailand,KKC,VTUK
3733,Sukhothai Airport,Sukhothai,Thailand,THS,VTPO
3734,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,WADD
3736,Chubu Centrair International Airport,Nagoya,Japan,NGO,RJGG
3737,Kobe Airport,Kobe,Japan,UKB,RJBE
3758,Assab International Airport,Assab,Eritrea,ASA,HHSB
3759,Asmara International Airport,Asmara,Eritrea,ASM,HHAS
3760,Massawa International Airport,Massawa,Eritrea,MSW,HHMS
3761,Yasser Arafat International Airport,Gaza,Palestine,GZA,LVGZ
3762,Batumi International Airport,Batumi,Georgia,BUS,UGSB
3763,Kopitnari Airport,Kutaisi,Georgia,KUT,UGKO
3764,Tbilisi International Airport,Tbilisi,Georgia,TBS,UGTB
3765,Mukalla International Airport,Mukalla,Yemen,RIY,OYRN
3766,Ta'izz International Airport,Taiz,Yemen,TAI,OYTZ
3767,Hodeidah International Airport,Hodeidah,Yemen,HOD,OYHD
3768,Aden International Airport,Aden,Yemen,ADE,OYAA
3769,Ataq Airport,Ataq,Yemen,AXK,OYAT
3770,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,AAY,OYGD
3771,Sana'a International Airport,Sanaa,Yemen,SAH,OYSN
3772,Beihan Airport,Beihan,Yemen,BHN,OYBN
3773,Socotra International Airport,Socotra,Yemen,SCT,OYSQ
3774,Al Badie Airport,Al Badie,Yemen,\N,OYBA
3776,Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,LTAZ
3778,Erbil International Airport,Erbil,Iraq,EBL,ORER
3779,Emerald Airport,Emerald,Australia,EMD,YEML
3781,Kansai International Airport,Osaka,Japan,KIX,RJBB
3783,Tagbilaran Airport,Tagbilaran,Philippines,TAG,RPVT
3788,Darwin International Airport,Darwin,Australia,DRW,YPDN
3789,Surat Thani Airport,Surat Thani,Thailand,URT,VTSB
3796,Ayers Rock Connellan Airport,Uluru,Australia,AYQ,YAYE
3799,LTS Pulau Redang Airport,Redang,Malaysia,RDN,WMPR
3816,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY
3817,Milford Sound Airport,Milford Sound,New Zealand,MFN,NZMF
3818,Lijiang Airport,Lijiang,China,LJG,ZPLJ
3834,Kingscote Airport,Kingscote,Australia,KGC,YKSC
3835,Hervey Bay Airport,Hervey Bay,Australia,HVB,YHBA
3836,Dali Airport,Dali,China,DLU,ZPDL
3837,Mulu Airport,Mulu,Malaysia,MZV,WBMU
3843,Armidale Airport,Armidale,Australia,ARM,YARM
3849,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,TXKF
3853,Honiara International Airport,Honiara,Solomon Islands,HIR,AGGH
3855,Nauru International Airport,Nauru,Nauru,INU,ANYN
3856,Funafuti International Airport,Funafuti,Tuvalu,FUN,NGFU
3859,Xieng Khouang Airport,Phon Savan,Laos,XKH,VLXK
3862,Yinchuan Airport,Yinchuan,China,\N,ZLIC
3863,Mae Hong Son Airport,Mae Hong Son,Thailand,HGN,VTCH
3867,Francisco Bangoy International Airport,Davao,Philippines,DVO,RPMD
3870,Sihanoukville International Airport,Sihanoukville,Cambodia,KOS,VDSV
3872,Hawke's Bay Airport,NAPIER,New Zealand,NPE,NZNR
3873,Levuka Airfield,Levuka,Fiji,LEV,NFNB
3874,Lhasa Gonggar Airport,Lhasa,China,LXA,ZULS
3879,Kaikoura Airport,Kaikoura,New Zealand,KBZ,NZKI
3881,Picton Aerodrome,Picton,New Zealand,PCN,NZPN
3882,Hosea Kutako International Airport,Windhoek,Namibia,WDH,FYWH
3885,Yaoqiang Airport,Jinan,China,TNA,ZSJN
3886,Changzhou Benniu Airport,Changzhou,China,CZX,ZSCG
3887,Yibin Caiba Airport,Yibin,China,YBP,ZUYB
3895,Djibouti-Ambouli Airport,Djibouti,Djibouti,JIB,HDAM
3896,Haikou Meilan International Airport,Haikou,China,HAK,ZJHK
3903,Baghdad International Airport,Baghdad,Iraq,BGW,ORBI
3904,Nan Airport,Nan,Thailand,NNT,VTCN
3905,Roi Et Airport,Roi Et,Thailand,ROI,VTUV
3906,Buri Ram Airport,Buri Ram,Thailand,BFV,VTUO
3907,Trat Airport,Trat,Thailand,TDX,VTBO
3909,Al Asad Air Base,Al Asad,Iraq,IQA,ORAA
3910,Al Taqaddum Air Base,Al Taqaddum,Iraq,TQD,ORAT
3911,Joint Base Balad,Al Bakr,Iraq,XQC,ORBD
3912,Diosdado Macapagal International Airport,Angeles City,Philippines,CRK,RPLC
3913,Sandakan Airport,Sandakan,Malaysia,SDK,WBKS
3914,Luang Namtha Airport,Luang Namtha,Laos,LXG,VLLN
3915,Oudomsay Airport,Muang Xay,Laos,ODY,VLOS
3916,Taoxian Airport,Shenyang,China,SHE,ZYTX
3917,Dongying Shengli Airport,Dongying,China,DOY,ZSDY
3920,Luoyang Airport,Luoyang,China,LYA,ZHLY
3921,Xuzhou Guanyin Airport,Xuzhou,China,XUZ,ZSXZ
3922,Magway Airport,Magwe,Burma,MWQ,VYMW
3923,Kanti Airport,Khamti,Burma,KHM,VYKI
3924,Lien Khuong Airport,Dalat,Vietnam,DLI,VVDL
3925,Dong Hoi Airport,Dong Hoi,Vietnam,VDH,VVDH
3926,Rach Gia Airport,Rach Gia,Vietnam,VKG,VVRG
3927,Cà Mau Airport,Ca Mau,Vietnam,CAH,VVCM
3928,Chu Lai International Airport,Chu Lai,Vietnam,VCL,VVCA
3929,Dong Tac Airport,Tuy Hoa,Vietnam,TBB,VVTH
3930,Mae Hong Son Airport,Pai,Thailand,PYY,VTCI
3938,Lukla Airport,Lukla,Nepal,LUA,VNLK
3939,Bhojpur Airport,Bhojpur,Nepal,BHP,VNBJ
3940,Lamidanda Airport,Lamidanda,Nepal,LDN,VNLD
3941,Jomsom Airport,Jomsom,Nepal,JMO,VNJS
3942,Manang Airport,Manang,Nepal,NGX,VNMA
3943,Phaplu Airport,Phaplu,Nepal,PPL,VNPL
3944,Rumjatar Airport,Rumjatar,Nepal,RUM,VNRT
3945,Tulsipur Airport,Dang,Nepal,DNP,VNDG
3946,Rukum Chaurjahari Airport,Rukumkot,Nepal,RUK,VNRK
3947,Jumla Airport,Jumla,Nepal,JUM,VNJL
3948,Taplejung Airport,Taplejung,Nepal,TPJ,VNTJ
3949,Tumling Tar Airport,Tumling Tar,Nepal,TMI,VNTR
3950,Surkhet Airport,Surkhet,Nepal,SKH,VNSK
3951,Simikot Airport,Simikot,Nepal,IMK,VNST
3952,Dolpa Airport,Dolpa,Nepal,DOP,VNDP
3953,Bajhang Airport,Bajhang,Nepal,BJH,VNBG
3954,Dhangarhi Airport,Dhangarhi,Nepal,DHI,VNDH
3955,Muan International Airport,Muan,South Korea,MWX,RKJB
3965,Francisco B. Reyes Airport,Busuanga,Philippines,USU,RPVV
3966,Bancasi Airport,Butuan,Philippines,BXU,RPME
3967,Dipolog Airport,Dipolog,Philippines,DPL,RPMG
3968,Laoag International Airport,Laoag,Philippines,LAO,RPLI
3969,Legazpi City International Airport,Legazpi,Philippines,LGP,RPLP
3970,Labo Airport,Ozamis,Philippines,OZC,RPMO
3971,Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM
3979,Blackall Airport,Blackall,Australia,BKQ,YBCK
